CSI_DATA,STA,00:70:07:26:35:95,-65,11,1,2,1,1,1,0,0,0,0,-97,0,6,1,696350325,0,110,0,0,696.978,384,[110 96 6 0 0 0 0 0 0 0 -6 -2 -21 -7 -21 -7 -21 -8 -21 -9 -21 -9 -21 -10 -20 -11 -19 -11 -18 -11 -18 -11 -18 -12 -18 -12 -18 -12 -17 -13 -17 -12 -16 -13 -15 -12 -15 -12 -15 -12 -14 -12 -14 -11 -13 -11 -13 -11 -13 -11 -13 -11 -13 -10 -7 -5 -12 -10 -12 -9 -12 -9 -12 -8 -12 -8 -12 -8 -12 -7 -12 -6 -12 -6 -13 -5 -13 -5 -12 -4 -12 -4 -12 -3 -12 -3 -12 -3 -12 -3 -12 -2 -12 -1 -12 -1 -12 -1 -12 -1 -12 0 -12 1 -12 1 -12 2 -3 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,00:70:07:26:35:95,-65,11,1,2,1,1,1,0,0,0,0,-97,0,6,1,696431443,0,110,0,0,697.059,384,[110 96 6 0 0 0 0 0 0 0 2 -4 12 -16 12 -16 13 -15 13 -15 13 -15 13 -15 14 -14 14 -13 14 -13 14 -13 15 -13 15 -12 15 -11 14 -11 14 -11 15 -11 14 -10 13 -10 13 -10 13 -10 12 -10 12 -10 12 -9 12 -9 11 -10 11 -10 5 -5 10 -10 10 -10 9 -10 9 -10 8 -10 8 -10 7 -10 7 -10 6 -10 5 -10 5 -10 5 -10 4 -10 4 -10 4 -11 3 -11 3 -11 2 -11 1 -11 1 -11 1 -11 0 -11 0 -11 -1 -11 -1 -11 -1 -10 -1 -3 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,00:70:07:26:35:95,-65,11,1,2,1,1,1,0,0,0,0,-97,0,6,1,696532181,0,110,0,0,697.16,384,[110 96 6 0 0 0 0 0 0 0 -4 -5 -12 -19 -12 -19 -11 -20 -11 -20 -10 -20 -10 -20 -9 -21 -8 -21 -8 -21 -8 -20 -8 -21 -7 -21 -6 -20 -5 -20 -5 -20 -4 -20 -4 -20 -4 -19 -4 -18 -4 -18 -4 -18 -4 -17 -5 -17 -5 -16 -4 -16 -4 -16 -2 -8 -4 -16 -4 -15 -4 -14 -5 -14 -5 -13 -5 -14 -6 -13 -6 -13 -7 -12 -7 -12 -7 -12 -7 -11 -8 -11 -8 -10 -8 -11 -8 -11 -8 -10 -8 -10 -9 -9 -9 -8 -9 -8 -10 -7 -11 -7 -11 -7 -11 -6 -11 -6 -3 -2 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,00:70:07:26:35:95,-66,11,1,3,1,1,1,0,0,0,0,-97,0,6,1,696615783,0,110,0,0,697.243,384,[110 96 6 0 0 0 0 0 0 0 -5 -1 -19 -3 -19 -4 -19 -4 -19 -5 -19 -5 -18 -6 -18 -7 -18 -7 -17 -7 -17 -7 -18 -7 -18 -7 -17 -7 -16 -7 -16 -7 -15 -8 -15 -8 -15 -8 -15 -8 -14 -8 -14 -8 -13 -8 -13 -7 -13 -6 -13 -6 -13 -6 -7 -3 -12 -6 -12 -5 -12 -5 -12 -4 -12 -4 -12 -4 -12 -4 -12 -3 -11 -3 -11 -2 -11 -1 -11 -1 -11 0 -11 0 -10 0 -10 0 -10 1 -10 1 -10 2 -10 2 -10 2 -10 2 -10 3 -9 4 -9 4 -9 4 -3 1 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,00:70:07:26:35:95,-64,11,1,2,1,1,1,0,0,0,0,-97,0,6,1,696718374,0,110,0,0,697.346,384,[110 96 6 0 0 0 0 0 0 0 2 4 11 16 11 16 11 16 10 17 10 18 9 18 8 18 7 18 7 18 7 18 6 18 5 18 5 18 5 18 5 18 4 18 4 17 4 16 4 16 3 16 3 16 3 15 3 14 3 14 4 14 4 14 2 7 4 14 4 13 4 13 4 12 4 11 5 11 5 11 5 10 5 10 6 10 7 10 7 8 7 8 7 8 7 8 8 8 8 8 8 7 8 6 8 6 8 6 8 6 8 5 9 5 9 5 10 5 2 1 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,00:70:07:26:35:95,-66,11,1,2,1,1,1,1,0,0,0,-97,1,6,1,9137788,0,110,0,0,9.5187,384,[110 96 6 0 0 0 0 0 0 0 0 0 -21 -8 -21 -8 -21 -9 -20 -10 -19 -10 -19 -10 -19 -11 -18 -11 -18 -12 -16 -11 -17 -12 -16 -12 -16 -12 -15 -12 -15 -12 -15 -12 -14 -11 -14 -11 -14 -11 -13 -10 -13 -10 -13 -10 -12 -8 -12 -9 -12 -9 -12 -8 0 0 -12 -8 -11 -7 -11 -6 -11 -6 -11 -5 -11 -5 -11 -4 -11 -4 -10 -3 -10 -2 -11 -3 -10 -2 -10 -2 -10 -1 -10 0 -11 0 -10 0 -10 1 -10 2 -10 2 -9 2 -9 2 -9 3 -9 4 -8 3 -8 4 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,00:70:07:26:35:95,-66,11,1,2,1,1,1,1,0,0,0,-97,1,6,1,9222577,0,110,0,0,9.60349,384,[110 96 6 0 0 0 0 0 0 0 0 0 -5 20 -6 20 -7 20 -7 20 -8 18 -9 20 -9 19 -9 18 -10 18 -9 17 -10 17 -10 17 -10 16 -10 15 -10 14 -11 15 -10 14 -9 13 -10 13 -10 13 -9 13 -9 12 -8 11 -8 12 -8 12 -7 12 0 0 -7 11 -6 11 -6 11 -5 10 -5 10 -4 10 -4 10 -4 10 -3 9 -3 9 -2 10 -2 9 -1 10 0 10 0 9 0 10 0 9 1 9 1 9 2 9 2 8 2 8 3 8 4 8 3 7 4 7 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,00:70:07:26:35:95,-66,11,1,2,1,1,1,1,0,0,0,-97,1,6,1,9310388,0,110,0,0,9.69109,384,[110 96 6 0 0 0 0 0 0 0 0 0 21 11 20 12 19 13 19 13 19 14 18 14 17 15 17 15 15 15 16 15 16 16 15 15 15 15 14 15 13 14 13 15 13 14 11 14 12 13 12 13 11 13 11 12 11 12 11 12 11 11 11 11 0 0 10 10 11 10 11 9 10 8 10 7 10 7 10 6 10 6 10 6 10 6 11 4 10 3 10 2 10 2 10 3 10 2 10 1 10 0 10 0 10 -1 10 -1 9 -1 9 -2 9 -3 10 -3 10 -3 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,00:70:07:26:35:95,-66,11,1,2,1,1,1,1,0,0,0,-97,1,6,1,9401102,0,110,0,0,9.78193,384,[110 96 6 0 0 0 0 0 0 0 0 0 22 2 20 2 21 4 20 4 20 5 20 5 19 5 19 5 19 6 18 6 19 6 18 7 18 7 17 7 16 7 17 8 16 6 15 7 14 6 14 6 13 6 13 6 13 6 13 5 13 5 12 4 0 0 11 4 12 4 12 3 12 2 10 2 11 2 10 2 10 0 10 1 10 1 10 0 9 -1 10 -1 10 -1 10 -1 9 -2 9 -3 8 -3 9 -4 8 -4 8 -4 8 -4 7 -5 7 -5 6 -5 7 -6 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,00:70:07:26:35:95,-66,11,1,2,1,1,1,1,0,0,0,-97,1,6,1,9493630,0,110,0,0,9.87447,384,[110 96 6 0 0 0 0 0 0 0 0 0 21 -1 22 0 21 1 21 1 20 2 21 3 21 3 20 4 20 4 18 3 20 4 19 4 19 4 18 5 17 5 17 5 17 5 15 4 15 5 16 5 14 5 15 4 14 4 14 4 14 3 13 2 0 0 12 3 12 2 12 2 11 1 11 1 11 0 11 0 10 -1 10 -1 9 -3 10 -3 9 -2 9 -2 10 -3 8 -3 9 -4 8 -5 8 -5 8 -5 7 -6 7 -6 7 -6 6 -6 6 -7 6 -7 5 -8 0 0 0 0 0 0 0 0 0 0 ]
